"AREFNO","Casualty.Class","Casualty.Sex","Casualty.Age","No..of.Casualties","Mode.of.Travel","Accident.Severity","No..of.Vehicles.in.Acc.","Accident.Date","Time","Highway","Road.Type","Speed.Limit","Junction.Detail","Weather","Road.Surface","month","day","hour","Light.Conditions.Banded","ageband"
1190202029,"Driver/Rider","Male",20,2,"Car","Slight",2,"2019-08-28","18:2500","TLRN","Single CWY",30,"Other","Fine","Road-Dry","August","Wednesday",18,"Daylight","20-29"
1190170594,"Driver/Rider","Female",24,1,"Car","Slight",2,"2019-03-15","14:1500","BOR","Unknown",30,"Other","Other","Other","March","Friday",14,"Daylight","20-29"
1190198382,"Driver/Rider","Male",35,1,"Powered 2 Wheeler","Slight",2,"2019-07-29","18:0900","TLRN","Dual CWY",30,"Roundabout","Fine","Road-Dry","July","Monday",18,"Daylight","30-39"
1190200614,"Driver/Rider","Male",34,1,"Powered 2 Wheeler","Slight",2,"2019-08-20","18:3600","TLRN","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","August","Tuesday",18,"Daylight","30-39"
1190181409,"Pedestrian","Female",63,2,"Pedestrian","Serious",1,"2019-04-10","18:1500","BOR","Single CWY",30,"No JUN in 20M","Fine","Road-Dry","April","Wednesday",18,"Daylight","60-69"
1190174590,"Driver/Rider","Female",26,1,"Car","Slight",2,"2019-04-10","15:3800","BOR","Slip RD",20,"T/STAG JUN","Fine","Road-Dry","April","Wednesday",15,"Daylight","20-29"
1190215454,"Driver/Rider","Male",22,2,"Pedal Cycle","Slight",1,"2019-11-01","17:0000","TLRN","Dual CWY",20,"No JUN in 20M","Raining","Road-Wet","November","Friday",17,"Dark","20-29"
1190223791,"Driver/Rider","Male",29,1,"Pedal Cycle","Serious",2,"2019-12-08","21:2700","BOR","Dual CWY",40,"T/STAG JUN","Fine","Road-Dry","December","Sunday",21,"Dark","20-29"
1190161068,"Passenger","Male",8,1,"Car","Slight",2,"2019-02-02","11:3500","BOR","Roundabout",30,"Other","Fine","Road-Dry","February","Saturday",11,"Daylight","0-9"
1190198829,"Driver/Rider","Male",70,2,"Car","Slight",2,"2019-08-10","12:3000","BOR","Dual CWY",30,"Crossroads","Fine","Road-Dry","August","Saturday",12,"Daylight","70-79"
1190193700,"Driver/Rider","Male",34,1,"Powered 2 Wheeler","Slight",2,"2019-07-15","15:5000","BOR","Single CWY",40,"No JUN in 20M","Fine","Road-Dry","July","Monday",15,"Daylight","30-39"
1190164398,"Driver/Rider","Male",24,4,"Car","Slight",2,"2019-02-20","08:5200","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","February","Wednesday",8,"Daylight","20-29"
1190174047,"Driver/Rider","Male",35,1,"Powered 2 Wheeler","Slight",2,"2019-04-06","09:3000","TLRN","Dual CWY",30,"No JUN in 20M","Fine","Road-Dry","April","Saturday",9,"Daylight","30-39"
1190197796,"Pedestrian","Male",22,1,"Pedestrian","Slight",1,"2019-08-03","21:3000","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","August","Saturday",21,"Dark","20-29"
1190190648,"Driver/Rider","Male",31,1,"Powered 2 Wheeler","Slight",2,"2019-06-30","19:0000","TLRN","Single CWY",20,"T/STAG JUN","Fine","Road-Dry","June","Sunday",19,"Daylight","30-39"
1190205772,"Driver/Rider","Male",36,1,"Pedal Cycle","Slight",2,"2019-09-16","20:3500","BOR","Single CWY",20,"T/STAG JUN","Fine","Road-Dry","September","Monday",20,"Dark","30-39"
1190210259,"Driver/Rider","Female",60,1,"Powered 2 Wheeler","Slight",2,"2019-10-03","09:2200","BOR","Unknown",30,"Other","Fine","Road-Dry","October","Thursday",9,"Daylight","60-69"
1190192780,"Driver/Rider","Male",51,1,"Taxi","Slight",2,"2019-07-10","10:5000","BOR","Slip RD",30,"Roundabout","Fine","Road-Dry","July","Wednesday",10,"Daylight","50-59"
1190158178,"Driver/Rider","Female",42,1,"Pedal Cycle","Serious",3,"2019-01-16","09:0000","BOR","Single CWY",30,"Other","Raining","Road-Wet","January","Wednesday",9,"Daylight","40-49"
1190158522,"Pedestrian","Male",38,2,"Pedestrian","Serious",2,"2019-01-20","14:3500","TLRN","Dual CWY",30,"T/STAG JUN","Fine","Road-Dry","January","Sunday",14,"Daylight","30-39"
1190187626,"Driver/Rider","Female",27,1,"Car","Slight",2,"2019-06-16","14:4500","TLRN","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","June","Sunday",14,"Daylight","20-29"
1190206109,"Driver/Rider","Male",49,1,"Goods Vehicle","Slight",2,"2019-09-16","12:1200","BOR","Single CWY",30,"No JUN in 20M","Fine","Road-Dry","September","Monday",12,"Daylight","40-49"
1190205903,"Driver/Rider","Male",24,1,"Powered 2 Wheeler","Slight",2,"2019-09-17","13:1000","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","September","Tuesday",13,"Daylight","20-29"
1190183949,"Driver/Rider","Male",19,1,"Powered 2 Wheeler","Slight",2,"2019-05-29","17:1300","BOR","Single CWY",30,"Other","Other","Road-Dry","May","Wednesday",17,"Daylight","10-19"
1190178308,"Driver/Rider","Female",34,1,"Powered 2 Wheeler","Slight",2,"2019-04-15","15:0500","BOR","Single CWY",30,"T/STAG JUN","Other","Other","April","Monday",15,"Daylight","30-39"
1190216217,"Driver/Rider","Female",41,1,"Car","Slight",2,"2019-11-05","09:0700","TLRN","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","November","Tuesday",9,"Daylight","40-49"
1190176272,"Pedestrian","Female",24,1,"Pedestrian","Slight",1,"2019-04-21","16:1400","BOR","Single CWY",30,"No JUN in 20M","Fine","Road-Dry","April","Sunday",16,"Daylight","20-29"
1190171439,"Pedestrian","Female",16,1,"Pedestrian","Slight",1,"2019-03-26","22:5000","BOR","Single CWY",30,"No JUN in 20M","Fine","Road-Dry","March","Tuesday",22,"Dark","10-19"
1190162457,"Driver/Rider","Male",33,1,"Taxi","Slight",1,"2019-02-07","22:5000","BOR","Unknown",20,"No JUN in 20M","Raining","Road-Wet","February","Thursday",22,"Dark","30-39"
1190160037,"Pedestrian","Female",33,1,"Pedestrian","Slight",1,"2019-01-28","08:2700","BOR","Roundabout",30,"Other","Fine","Road-Dry","January","Monday",8,"Daylight","30-39"
48190911830,"Pedestrian","Female",52,1,"Pedestrian","Serious",1,"2019-09-28","11:4700","TLRN","Dual CWY",30,"T/STAG JUN","Fine","Road-Dry","September","Saturday",11,"Daylight","50-59"
1190213978,"Driver/Rider","Male",21,1,"Pedal Cycle","Slight",2,"2019-10-24","19:4200","TLRN","Single CWY",30,"T/STAG JUN","Fine","Road-Wet","October","Thursday",19,"Dark","20-29"
1190192575,"Driver/Rider","Male",22,1,"Powered 2 Wheeler","Slight",3,"2019-07-09","18:0000","TLRN","Dual CWY",30,"Other","Fine","Road-Dry","July","Tuesday",18,"Daylight","20-29"
1190211944,"Driver/Rider","Male",29,1,"Pedal Cycle","Slight",2,"2019-10-15","19:3500","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","October","Tuesday",19,"Dark","20-29"
1190180059,"Passenger","Female",68,2,"Bus or Coach","Slight",2,"2019-05-10","10:4200","BOR","Single CWY",30,"Crossroads","Fine","Road-Dry","May","Friday",10,"Daylight","60-69"
1190188917,"Driver/Rider","Male",45,1,"Pedal Cycle","Slight",2,"2019-06-22","15:0000","BOR","Single CWY",20,"T/STAG JUN","Fine","Road-Dry","June","Saturday",15,"Daylight","40-49"
1190171189,"Driver/Rider","Male",22,1,"Car","Slight",2,"2019-03-25","19:0000","BOR","Single CWY",30,"Crossroads","Fine","Road-Dry","March","Monday",19,"Dark","20-29"
1190221535,"Driver/Rider","Male",41,1,"Car","Slight",2,"2019-11-28","20:2500","TLRN","One-way ST",20,"Crossroads","Raining","Road-Wet","November","Thursday",20,"Dark","40-49"
1190199399,"Driver/Rider","Female",29,1,"Pedal Cycle","Slight",2,"2019-08-13","21:4100","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","August","Tuesday",21,"Dark","20-29"
1190213279,"Pedestrian","Female",45,1,"Pedestrian","Slight",1,"2019-10-11","15:4500","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","October","Friday",15,"Daylight","40-49"
1190218853,"Pedestrian","Female",30,1,"Pedestrian","Slight",1,"2019-11-16","18:1600","BOR","One-way ST",30,"T/STAG JUN","Fine","Road-Dry","November","Saturday",18,"Dark","30-39"
1190157173,"Driver/Rider","Male",44,1,"Powered 2 Wheeler","Slight",2,"2019-01-12","20:1700","BOR","Dual CWY",30,"Other","Fine","Road-Dry","January","Saturday",20,"Daylight","40-49"
1190170653,"Driver/Rider","Male",28,1,"Powered 2 Wheeler","Serious",2,"2019-03-22","17:1000","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","March","Friday",17,"Daylight","20-29"
1190171664,"Driver/Rider","Female",30,1,"Car","Slight",2,"2019-03-27","15:3500","BOR","Single CWY",30,"Other","Fine","Road-Dry","March","Wednesday",15,"Daylight","30-39"
1190210830,"Driver/Rider","Male",26,1,"Powered 2 Wheeler","Slight",2,"2019-10-08","16:0700","BOR","Single CWY",20,"T/STAG JUN","Other","Road-Wet","October","Tuesday",16,"Daylight","20-29"
1190194216,"Pedestrian","Male",12,1,"Pedestrian","Slight",1,"2019-07-17","18:3000","BOR","Single CWY",30,"Other","Fine","Road-Dry","July","Wednesday",18,"Daylight","10-19"
1190162800,"Pedestrian","Male",38,1,"Pedestrian","Serious",1,"2019-02-11","14:0000","BOR","Dual CWY",30,"Other","Fine","Road-Dry","February","Monday",14,"Daylight","30-39"
1190201272,"Driver/Rider","Female",31,3,"Car","Slight",2,"2019-08-23","19:5500","BOR","Dual CWY",30,"T/STAG JUN","Fine","Road-Dry","August","Friday",19,"Daylight","30-39"
1190178043,"Pedestrian","Female",44,1,"Pedestrian","Slight",1,"2019-04-29","18:1000","BOR","One-way ST",30,"Other","Fine","Road-Dry","April","Monday",18,"Daylight","40-49"
1190163696,"Pedestrian","Female",10,1,"Pedestrian","Slight",1,"2019-02-16","07:3000","BOR","Dual CWY",20,"Other","Fine","Road-Wet","February","Saturday",7,"Daylight","10-19"
1190159092,"Driver/Rider","Male",39,1,"Powered 2 Wheeler","Serious",2,"2019-01-23","09:2500","BOR","One-way ST",30,"Other","Fine","Road-Dry","January","Wednesday",9,"Daylight","30-39"
1190167784,"Driver/Rider","Male",22,1,"Powered 2 Wheeler","Slight",2,"2019-03-08","13:2300","BOR","Single CWY",30,"Crossroads","Fine","Road-Dry","March","Friday",13,"Daylight","20-29"
1190224460,"Driver/Rider","Male",35,1,"Pedal Cycle","Slight",2,"2019-12-09","15:0000","BOR","Single CWY",20,"T/STAG JUN","Fine","Road-Dry","December","Monday",15,"Daylight","30-39"
1190191563,"Driver/Rider","Female",53,2,"Car","Slight",3,"2019-07-04","19:5500","BOR","Single CWY",20,"No JUN in 20M","Fine","Road-Dry","July","Thursday",19,"Daylight","50-59"
1190212804,"Driver/Rider","Male",51,1,"Car","Slight",4,"2019-10-14","06:4000","TLRN","Dual CWY",60,"No JUN in 20M","Raining","Road-Wet","October","Monday",6,"Daylight","50-59"
1190225011,"Passenger","Female",57,4,"Car","Slight",2,"2019-12-14","12:4400","BOR","Single CWY",40,"No JUN in 20M","Other","Road-Dry","December","Saturday",12,"Daylight","50-59"
1190161651,"Driver/Rider","Male",30,1,"Pedal Cycle","Slight",2,"2019-02-04","08:3600","BOR","Single CWY",30,"Crossroads","Fine","Road-Wet","February","Monday",8,"Daylight","30-39"
1190162986,"Passenger","Male",17,1,"Car","Serious",1,"2019-02-12","12:2000","BOR","Roundabout",30,"Roundabout","Fine","Road-Dry","February","Tuesday",12,"Daylight","10-19"
1190197141,"Driver/Rider","Male",31,6,"Car","Slight",2,"2019-08-01","07:3400","TLRN","Single CWY",30,"No JUN in 20M","Fine","Road-Dry","August","Thursday",7,"Daylight","30-39"
1190188246,"Passenger","Female",89,1,"Car","Slight",2,"2019-06-19","13:5000","BOR","Dual CWY",20,"T/STAG JUN","Fine","Road-Dry","June","Wednesday",13,"Daylight","80-89"
1190158936,"Driver/Rider","Male",44,1,"Car","Slight",2,"2019-01-22","17:5500","BOR","Single CWY",30,"T/STAG JUN","Raining","Road-Wet","January","Tuesday",17,"Dark","40-49"
1190196573,"Driver/Rider","Male",24,1,"Powered 2 Wheeler","Serious",3,"2019-07-29","14:4000","BOR","Single CWY",30,"No JUN in 20M","Fine","Road-Dry","July","Monday",14,"Daylight","20-29"
1190208749,"Driver/Rider","Female",62,2,"Bus or Coach","Slight",1,"2019-10-01","08:3500","BOR","Roundabout",30,"Other","Fine","Road-Dry","October","Tuesday",8,"Daylight","60-69"
1190187445,"Driver/Rider","Female",9,1,"Pedal Cycle","Slight",2,"2019-06-15","18:4600","BOR","Single CWY",30,"Other","Fine","Road-Dry","June","Saturday",18,"Daylight","0-9"
1190188718,"Driver/Rider","Male",39,1,"Car","Slight",2,"2019-06-21","17:2000","HA","Dual CWY",40,"No JUN in 20M","Fine","Road-Dry","June","Friday",17,"Daylight","30-39"
1190178158,"Driver/Rider","Female",24,1,"Pedal Cycle","Slight",2,"2019-05-01","08:1500","TLRN","Single CWY",20,"Other","Fine","Road-Dry","May","Wednesday",8,"Daylight","20-29"
1190171175,"Driver/Rider","Male",34,2,"Car","Slight",2,"2019-03-25","19:0000","BOR","Single CWY",30,"Crossroads","Fine","Road-Dry","March","Monday",19,"Dark","30-39"
1190173059,"Driver/Rider","Male",18,1,"Powered 2 Wheeler","Slight",3,"2019-04-03","11:5000","BOR","Single CWY",30,"T/STAG JUN","Raining","Road-Wet","April","Wednesday",11,"Daylight","10-19"
1190194278,"Driver/Rider","Male",21,1,"Powered 2 Wheeler","Slight",1,"2019-07-17","22:4600","TLRN","Single CWY",20,"No JUN in 20M","Fine","Road-Dry","July","Wednesday",22,"Daylight","20-29"
1190175582,"Driver/Rider","Female",28,1,"Pedal Cycle","Slight",2,"2019-04-16","18:3000","BOR","Single CWY",30,"No JUN in 20M","Fine","Road-Wet","April","Tuesday",18,"Daylight","20-29"
1190185321,"Pedestrian","Male",25,1,"Pedestrian","Slight",1,"2019-06-05","12:3500","TLRN","Single CWY",30,"Crossroads","Fine","Road-Dry","June","Wednesday",12,"Daylight","20-29"
1190161797,"Pedestrian","Female",26,1,"Pedestrian","Slight",2,"2019-02-04","17:0400","BOR","Single CWY",30,"T/STAG JUN","Raining","Road-Wet","February","Monday",17,"Daylight","20-29"
1190172647,"Driver/Rider","Male",31,1,"Powered 2 Wheeler","Serious",1,"2019-04-01","17:2400","BOR","Dual CWY",30,"No JUN in 20M","Fine","Road-Dry","April","Monday",17,"Daylight","30-39"
1190167141,"Pedestrian","Male",53,1,"Pedestrian","Slight",1,"2019-02-25","18:5500","TLRN","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","February","Monday",18,"Daylight","50-59"
1190167173,"Driver/Rider","Male",39,1,"Powered 2 Wheeler","Slight",2,"2019-03-01","17:1900","TLRN","Single CWY",20,"Crossroads","Fine","Road-Dry","March","Friday",17,"Daylight","30-39"
1190163467,"Pedestrian","Male",69,1,"Pedestrian","Slight",1,"2019-02-15","08:2000","TLRN","Dual CWY",20,"T/STAG JUN","Fine","Road-Dry","February","Friday",8,"Daylight","60-69"
1190225254,"Driver/Rider","Female",36,1,"Car","Slight",2,"2019-12-15","22:0000","TLRN","Dual CWY",30,"Crossroads","Raining","Road-Wet","December","Sunday",22,"Dark","30-39"
1190230354,"Pedestrian","Male",34,1,"Pedestrian","Slight",1,"2019-12-22","01:4500","BOR","Single CWY",30,"Other","Other","Road-Wet","December","Sunday",1,"Dark","30-39"
1190222644,"Pedestrian","Female",56,1,"Pedestrian","Slight",1,"2019-12-04","10:0300","BOR","Dual CWY",30,"T/STAG JUN","Fine","Other","December","Wednesday",10,"Daylight","50-59"
1190219862,"Driver/Rider","Male",52,2,"Bus or Coach","Slight",2,"2019-11-21","13:2000","BOR","Single CWY",30,"No JUN in 20M","Fine","Road-Dry","November","Thursday",13,"Daylight","50-59"
1190227405,"Driver/Rider","Female",48,1,"Car","Slight",2,"2019-12-27","12:5000","BOR","Slip RD",20,"Other","Fine","Road-Dry","December","Friday",12,"Daylight","40-49"
1190183407,"Pedestrian","Male",42,2,"Pedestrian","Serious",1,"2019-05-26","21:1100","BOR","Single CWY",30,"T/STAG JUN","Raining","Road-Wet","May","Sunday",21,"Daylight","40-49"
1190182967,"Pedestrian","Female",26,1,"Pedestrian","Slight",1,"2019-05-24","11:3300","BOR","Single CWY",30,"Other","Fine","Road-Dry","May","Friday",11,"Daylight","20-29"
1190172331,"Passenger","Female",64,3,"Bus or Coach","Slight",2,"2019-03-30","10:4600","TLRN","Dual CWY",20,"No JUN in 20M","Fine","Road-Dry","March","Saturday",10,"Daylight","60-69"
1190199061,"Driver/Rider","Male",24,3,"Car","Serious",2,"2019-08-10","21:0100","BOR","Single CWY",30,"Other","Fine","Road-Dry","August","Saturday",21,"Dark","20-29"
1190187233,"Driver/Rider","Male",33,2,"Powered 2 Wheeler","Slight",2,"2019-06-14","08:0000","BOR","Single CWY",30,"T/STAG JUN","Other","Road-Dry","June","Friday",8,"Daylight","30-39"
1190222300,"Passenger","Male",27,3,"Car","Slight",2,"2019-12-02","18:1500","TLRN","Dual CWY",70,"No JUN in 20M","Fine","Road-Dry","December","Monday",18,"Dark","20-29"
1190227563,"Driver/Rider","Male",43,1,"Car","Slight",2,"2019-12-28","10:1800","TLRN","Dual CWY",40,"No JUN in 20M","Other","Road-Wet","December","Saturday",10,"Daylight","40-49"
1190177459,"Passenger","Female",51,1,"Car","Slight",3,"2019-04-27","16:1500","BOR","Single CWY",30,"No JUN in 20M","Fine","Road-Dry","April","Saturday",16,"Daylight","50-59"
1190166370,"Driver/Rider","Male",52,1,"Pedal Cycle","Serious",2,"2019-03-01","15:4000","BOR","One-way ST",20,"Crossroads","Fine","Road-Dry","March","Friday",15,"Daylight","50-59"
1190227228,"Passenger","Male",54,2,"Car","Serious",2,"2019-12-25","18:1900","BOR","Single CWY",30,"Crossroads","Fine","Road-Dry","December","Wednesday",18,"Dark","50-59"
1190210339,"Driver/Rider","Female",27,1,"Pedal Cycle","Slight",2,"2019-10-06","14:1000","TLRN","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","October","Sunday",14,"Daylight","20-29"
1190217035,"Passenger","Female",64,1,"Car","Slight",2,"2019-11-09","08:1000","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Wet","November","Saturday",8,"Daylight","60-69"
1190193618,"Pedestrian","Female",13,1,"Pedestrian","Slight",1,"2019-07-15","07:3000","BOR","Single CWY",20,"T/STAG JUN","Fine","Road-Dry","July","Monday",7,"Daylight","10-19"
1190209300,"Passenger","Female",54,1,"Bus or Coach","Slight",1,"2019-09-23","00:3800","TLRN","Single CWY",30,"Roundabout","Fine","Road-Dry","September","Monday",0,"Dark","50-59"
1190186811,"Pedestrian","Male",12,1,"Pedestrian","Slight",1,"2019-06-12","15:3800","TLRN","Single CWY",30,"T/STAG JUN","Other","Road-Wet","June","Wednesday",15,"Daylight","10-19"
1190220044,"Driver/Rider","Male",28,2,"Powered 2 Wheeler","Slight",2,"2019-11-22","08:0500","TLRN","Single CWY",30,"T/STAG JUN","Fine","Road-Wet","November","Friday",8,"Daylight","20-29"
1190203622,"Driver/Rider","Female",41,1,"Car","Slight",2,"2019-09-05","21:4000","BOR","Single CWY",30,"Crossroads","Fine","Road-Dry","September","Thursday",21,"Dark","40-49"
1190174783,"Driver/Rider","Male",53,1,"Pedal Cycle","Slight",2,"2019-03-09","18:2000","BOR","Unknown",20,"T/STAG JUN","Other","Other","March","Saturday",18,"Dark","50-59"
1190218168,"Driver/Rider","Male",17,1,"Powered 2 Wheeler","Slight",2,"2019-11-13","15:0000","BOR","Single CWY",30,"No JUN in 20M","Fine","Road-Wet","November","Wednesday",15,"Daylight","10-19"
1190189746,"Driver/Rider","Female",82,1,"Car","Slight",2,"2019-06-26","17:4200","BOR","Single CWY",30,"No JUN in 20M","Fine","Road-Dry","June","Wednesday",17,"Daylight","80-89"
1190203753,"Driver/Rider","Female",29,1,"Pedal Cycle","Serious",2,"2019-09-06","15:4500","BOR","Slip RD",30,"T/STAG JUN","Fine","Road-Dry","September","Friday",15,"Daylight","20-29"
1190227979,"Driver/Rider","Male",24,1,"Powered 2 Wheeler","Slight",3,"2019-12-31","18:4500","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","December","Tuesday",18,"Dark","20-29"
1190222293,"Driver/Rider","Male",22,1,"Powered 2 Wheeler","Slight",2,"2019-12-02","19:2000","TLRN","Dual CWY",30,"No JUN in 20M","Fine","Road-Dry","December","Monday",19,"Dark","20-29"
1190218863,"Driver/Rider","Male",24,1,"Pedal Cycle","Slight",2,"2019-11-16","16:4100","BOR","Dual CWY",30,"T/STAG JUN","Fine","Road-Dry","November","Saturday",16,"Dark","20-29"
1190189262,"Driver/Rider","Female",46,1,"Car","Slight",2,"2019-06-24","13:1000","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","June","Monday",13,"Daylight","40-49"
1190209691,"Driver/Rider","Male",32,2,"Car","Slight",2,"2019-10-05","03:5300","TLRN","Single CWY",20,"No JUN in 20M","Fine","Road-Dry","October","Saturday",3,"Dark","30-39"
1190208112,"Driver/Rider","Male",31,1,"Powered 2 Wheeler","Slight",3,"2019-09-27","16:5000","BOR","Single CWY",20,"T/STAG JUN","Raining","Road-Wet","September","Friday",16,"Daylight","30-39"
1190200470,"Driver/Rider","Female",51,1,"Pedal Cycle","Slight",2,"2019-08-19","21:4000","TLRN","Dual CWY",30,"Crossroads","Fine","Road-Dry","August","Monday",21,"Dark","50-59"
1190190969,"Driver/Rider","Female",24,1,"Car","Slight",2,"2019-07-02","11:5700","BOR","Single CWY",20,"No JUN in 20M","Fine","Road-Dry","July","Tuesday",11,"Daylight","20-29"
1190246870,"Driver/Rider","Male",47,1,"Pedal Cycle","Slight",2,"2019-07-24","06:5000","BOR","Single CWY",30,"Other","Fine","Road-Dry","July","Wednesday",6,"Daylight","40-49"
1190214470,"Driver/Rider","Male",31,1,"Powered 2 Wheeler","Slight",2,"2019-08-29","06:3000","BOR","Unknown",30,"Other","Other","Other","August","Thursday",6,"Dark","30-39"
1190171109,"Pedestrian","Female",60,1,"Pedestrian","Slight",1,"2019-03-25","15:2000","TLRN","Single CWY",20,"T/STAG JUN","Fine","Road-Dry","March","Monday",15,"Daylight","60-69"
1190177918,"Driver/Rider","Male",16,1,"Powered 2 Wheeler","Slight",2,"2019-04-30","11:0500","BOR","Single CWY",20,"T/STAG JUN","Fine","Road-Dry","April","Tuesday",11,"Daylight","10-19"
1190214286,"Pedestrian","Female",70,2,"Pedestrian","Slight",1,"2019-10-26","21:1500","BOR","Single CWY",30,"T/STAG JUN","Raining","Road-Wet","October","Saturday",21,"Dark","70-79"
1190171880,"Pedestrian","Female",28,1,"Pedestrian","Slight",1,"2019-03-28","21:3300","BOR","One-way ST",20,"No JUN in 20M","Fine","Road-Dry","March","Thursday",21,"Dark","20-29"
1190160453,"Pedestrian","Female",30,1,"Pedestrian","Slight",1,"2019-01-30","11:5500","TLRN","Single CWY",20,"Other","Fine","Road-Dry","January","Wednesday",11,"Daylight","30-39"
1190165699,"Driver/Rider","Female",35,2,"Car","Serious",3,"2019-02-26","08:4000","BOR","Roundabout",30,"Other","Fine","Road-Dry","February","Tuesday",8,"Daylight","30-39"
1190172348,"Passenger","Male",55,4,"Car","Slight",2,"2019-03-31","08:3000","BOR","Single CWY",30,"No JUN in 20M","Fine","Road-Wet","March","Sunday",8,"Daylight","50-59"
1190163066,"Driver/Rider","Male",50,1,"Car","Slight",2,"2019-02-12","20:5000","BOR","Single CWY",30,"Crossroads","Fine","Road-Dry","February","Tuesday",20,"Dark","50-59"
1190162500,"Driver/Rider","Male",72,1,"Car","Slight",3,"2019-02-09","16:2200","BOR","Single CWY",30,"Roundabout","Fine","Road-Wet","February","Saturday",16,"Daylight","70-79"
1190169544,"Pedestrian","Female",63,1,"Pedestrian","Serious",1,"2019-03-16","18:5000","BOR","Single CWY",30,"T/STAG JUN","Other","Road-Wet","March","Saturday",18,"Dark","60-69"
1190213310,"Passenger","Female",43,1,"Bus or Coach","Slight",1,"2019-10-22","10:2500","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","October","Tuesday",10,"Daylight","40-49"
1190209404,"Driver/Rider","Male",44,1,"Pedal Cycle","Serious",3,"2019-10-03","17:5700","BOR","Single CWY",30,"Other","Raining","Road-Wet","October","Thursday",17,"Dark","40-49"
1190223286,"Passenger","Male",23,1,"Bus or Coach","Slight",1,"2019-12-06","13:0500","BOR","Single CWY",30,"T/STAG JUN","Raining","Road-Wet","December","Friday",13,"Daylight","20-29"
1190175964,"Driver/Rider","Male",45,2,"Bus or Coach","Slight",2,"2019-04-19","13:4500","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","April","Friday",13,"Dark","40-49"
1190185050,"Driver/Rider","Male",22,1,"Pedal Cycle","Slight",2,"2019-06-04","09:0000","BOR","Single CWY",20,"Other","Fine","Road-Dry","June","Tuesday",9,"Daylight","20-29"
1190167747,"Driver/Rider","Male",35,1,"Powered 2 Wheeler","Serious",2,"2019-03-08","09:4000","TLRN","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","March","Friday",9,"Daylight","30-39"
1190167562,"Passenger","Male",5,4,"Car","Slight",1,"2019-02-18","23:3000","BOR","Single CWY",30,"T/STAG JUN","Other","Other","February","Monday",23,"Dark","0-9"
1190177165,"Driver/Rider","Female",40,1,"Car","Slight",2,"2019-04-26","07:2000","TLRN","Dual CWY",40,"Crossroads","Fine","Road-Dry","April","Friday",7,"Daylight","40-49"
1190200880,"Driver/Rider","Male",30,1,"Car","Slight",2,"2019-08-22","11:1500","BOR","Dual CWY",30,"Crossroads","Fine","Road-Dry","August","Thursday",11,"Daylight","30-39"
1190209821,"Driver/Rider","Male",24,1,"Powered 2 Wheeler","Slight",2,"2019-10-04","17:0000","TLRN","Single CWY",30,"Other","Fine","Road-Dry","October","Friday",17,"Daylight","20-29"
1190223157,"Driver/Rider","Male",21,2,"Powered 2 Wheeler","Slight",1,"2019-12-05","23:3800","TLRN","Single CWY",30,"T/STAG JUN","Raining","Road-Wet","December","Thursday",23,"Dark","20-29"
1190167436,"Pedestrian","Male",33,1,"Pedestrian","Slight",1,"2019-03-04","13:5000","BOR","Single CWY",20,"No JUN in 20M","Raining","Road-Wet","March","Monday",13,"Daylight","30-39"
1190226071,"Pedestrian","Male",33,1,"Pedestrian","Slight",1,"2019-12-18","16:3000","BOR","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","December","Wednesday",16,"Daylight","30-39"
1190180121,"Driver/Rider","Male",35,1,"Powered 2 Wheeler","Serious",2,"2019-05-10","19:0400","BOR","Dual CWY",30,"Crossroads","Fine","Road-Dry","May","Friday",19,"Daylight","30-39"
1190167112,"Driver/Rider","Male",37,2,"Powered 2 Wheeler","Serious",2,"2019-03-05","08:3500","TLRN","Single CWY",30,"T/STAG JUN","Fine","Road-Dry","March","Tuesday",8,"Daylight","30-39"
1190223322,"Pedestrian","Female",36,1,"Pedestrian","Slight",1,"2019-12-06","18:0500","BOR","Single CWY",30,"T/STAG JUN","Raining","Road-Wet","December","Friday",18,"Dark","30-39"
1190213533,"Driver/Rider","Male",31,1,"Goods Vehicle","Slight",2,"2019-09-19","08:3000","HA","Dual CWY",70,"No JUN in 20M","Fine","Road-Dry","September","Thursday",8,"Daylight","30-39"
1190186423,"Driver/Rider","Female",57,3,"Car","Slight",4,"2019-06-10","19:2000","BOR","Single CWY",30,"No JUN in 20M","Raining","Road-Wet","June","Monday",19,"Daylight","50-59"
